1.00E-04,1.00E-02,5.73E+02,2.34E-04
2.00E-04,1.00E-02,5.73E+02,4.96E-04
5.00E-04,1.00E-02,5.73E+02,1.22E-03
1.00E-03,1.00E-02,5.73E+02,2.08E-03
2.00E-03,1.00E-02,5.73E+02,4.44E-03
5.00E-03,1.00E-02,5.73E+02,8.70E-03
1.00E-02,1.00E-02,5.73E+02,1.18E-02
2.00E-02,1.00E-02,5.73E+02,1.41E-02
5.00E-02,1.00E-02,5.73E+02,1.36E-02
1.00E-01,1.00E-02,5.73E+02,1.04E-02
2.00E-01,1.00E-02,5.73E+02,6.33E-03
5.00E-01,1.00E-02,5.73E+02,3.03E-03
1.00E+00,1.00E-02,5.73E+02,1.49E-03
2.00E+00,1.00E-02,5.73E+02,8.46E-04
5.00E+00,1.00E-02,5.73E+02,2.88E-04
1.00E+01,1.00E-02,5.73E+02,1.73E-04
2.00E+01,1.00E-02,5.73E+02,7.46E-05
1.00E-02,1.00E-04,5.73E+02,1.39E-05
1.00E-02,2.00E-04,5.73E+02,5.93E-05
1.00E-02,5.00E-04,5.73E+02,3.25E-04
1.00E-02,1.00E-03,5.73E+02,9.26E-04
1.00E-02,2.00E-03,5.73E+02,3.01E-03
1.00E-02,5.00E-03,5.73E+02,8.36E-03
1.00E-02,1.00E-02,5.73E+02,1.16E-02
1.00E-02,2.00E-02,5.73E+02,1.89E-02
1.00E-02,5.00E-02,5.73E+02,2.21E-02
1.00E-02,1.00E-01,5.73E+02,2.09E-02
1.00E-02,2.00E-01,5.73E+02,2.41E-02
1.00E-02,5.00E-01,5.73E+02,2.52E-02
1.00E-02,1.00E+00,5.73E+02,2.58E-02
1.00E-02,2.00E+00,5.73E+02,2.69E-02
1.00E-02,5.00E+00,5.73E+02,2.31E-02
1.00E-02,1.00E+01,5.73E+02,2.67E-02
1.00E-02,2.00E+01,5.73E+02,2.29E-02
